date,gross_ret,net_ret,n_hold,turnover,pnl_net,pnl_gross
2018-01-31,0.02750921782414918,0.026009217824149177,47,1.0,1.0260092178241491,1.0275092178241492
2018-02-28,-0.0025775479298580624,-0.003407335163900616,40,0.5531914893617021,1.0225132605377707,1.0248607635668365
2018-03-31,0.05116500025059748,0.05043329293352431,41,0.48780487804878053,1.074081971334885,1.0772977647915611
2018-04-30,-0.0906059813373707,-0.09111817645932192,38,0.34146341463414626,0.9762135807390165,0.9796881436200657
2018-05-31,-0.03576659982115617,-0.03639817876852459,35,0.42105263157894735,0.9406811843110163,0.9446480298376755
2018-06-30,-0.012698469920564167,-0.013448469920564168,36,0.5,0.928030461698969,0.9326524452452616
2018-07-31,0.014550378862125821,0.014133712195459155,32,0.2777777777777778,0.9411469771532414,0.9462228916702681
2018-08-31,0.07307921432663513,0.07237333197369394,34,0.47058823529411764,1.0092609197667914,1.015372117171408
2018-09-30,0.09549891000084762,0.09484037341548177,41,0.4390243902439024,1.1049796022711265,1.1123390476065305
2018-10-31,-0.07444221886069965,-0.07488124325094356,40,0.29268292682926833,1.0222373558861313,1.029534060777303
2018-11-30,-0.003223402270272708,-0.003823402270272708,37,0.4,1.0183289312588788,1.0262154583484702
2018-12-31,-0.012386318761925367,-0.012953886329492934,36,0.3783783783783783,1.0051376140373174,1.0135044265629507
2019-01-31,0.025573833357661682,0.023407166690995015,31,1.4444444444444444,1.0286650377164779,1.0394236198751239
2019-02-28,0.09854732151260644,0.09763065484593977,36,0.6111111111111112,1.129094278965861,1.141856033530755
2019-03-31,0.04527886632851767,0.044385249307241074,47,0.5957446808510638,1.1792094100291401,1.1935579802394056
2019-04-30,0.018077839858037726,0.017311882411229215,44,0.5106382978723405,1.1996237446737796,1.2151349302674566
2019-05-31,0.01292672685219067,0.012449454124917943,41,0.3181818181818182,1.2145584054502583,1.2308426475995797
2019-06-30,-0.013461880262336478,-0.013890451690907907,42,0.2857142857142858,1.1976876405935655,1.214273191255817
2019-07-31,0.015996459346628297,0.01550808725360504,43,0.3255813953488372,1.2162614850264548,1.233697262995441
2019-08-31,0.00781759119625175,0.007230634674512619,46,0.391304347826087,1.2250558274933612,1.243341803857474
2019-09-30,-0.043065533911160386,-0.04391335999811691,42,0.5652173913043478,1.1712595099228542,1.1897966252402865
2019-10-31,0.00868436261292654,0.008112934041497969,38,0.38095238095238093,1.1807618610723356,1.2001292505695094
2019-11-30,-0.006181362383793108,-0.006642900845331569,39,0.30769230769230765,1.172918177107283,1.1927108167643492
2019-12-31,-0.01698460398813343,-0.01752306552659497,39,0.358974358974359,1.1523650550324978,1.1724530958692436
2020-01-31,-0.06254862273952398,-0.06477939197029321,36,1.487179487179487,1.0777155474396791,1.0991177694959313
2020-02-29,-0.0287848011391916,-0.0294598011391916,40,0.4499999999999999,1.0459662617274912,1.0674798830724392
2020-03-31,-0.25551027296026285,-0.2559388443888343,42,0.2857142857142858,0.7782628654312481,0.7947278067690108
2020-04-30,0.27730876269193183,0.2766704648195914,47,0.42553191489361697,0.9935852141619387,1.0151127915409979
2020-05-31,0.1004562993028866,0.10002772787431517,49,0.28571428571428575,1.0929712855840723,1.117087265954229
2020-06-30,-0.023315434454252208,-0.023797577311395066,56,0.3214285714285714,1.0669612169162506,1.0910418910251933
2020-07-31,-0.06657899324082558,-0.06856113609796845,50,1.3214285714285714,0.9938091437120015,1.0184014203371694
2020-08-31,0.22643534658442815,0.22572625567533725,55,0.4727272727272728,1.2181379605780247,1.2490034989132903
2020-09-30,0.06374212127926372,0.06318279924536542,59,0.37288135593220334,1.295103326794385,1.328617631419246
2020-10-31,0.00012874316260115073,-0.0003212568373988493,60,0.3,1.2946872659955144,1.3287886818550025
2020-11-30,0.15322067467361042,0.15287641237852845,61,0.22950819672131142,1.4926144103730743,1.5323865801874836
2020-12-31,0.15983786776699568,0.1592214294108313,73,0.41095890410958913,1.7302706103518806,1.7773199837594091
2021-01-31,-0.011987942281275569,-0.013976314374298825,86,1.3255813953488371,1.7060878043489929,1.7560135743787437
